label,pssm_avg_A,pssm_avg_R,pssm_avg_N,pssm_avg_D,pssm_avg_C,pssm_avg_Q,pssm_avg_E,pssm_avg_G,pssm_avg_H,pssm_avg_I,pssm_avg_L,pssm_avg_K,pssm_avg_M,pssm_avg_F,pssm_avg_P,pssm_avg_S,pssm_avg_T,pssm_avg_W,pssm_avg_Y,pssm_avg_V,pssm_sum_A,pssm_sum_R,pssm_sum_N,pssm_sum_D,pssm_sum_C,pssm_sum_Q,pssm_sum_E,pssm_sum_G,pssm_sum_H,pssm_sum_I,pssm_sum_L,pssm_sum_K,pssm_sum_M,pssm_sum_F,pssm_sum_P,pssm_sum_S,pssm_sum_T,pssm_sum_W,pssm_sum_Y,pssm_sum_V,pssm_std_A,pssm_std_R,pssm_std_N,pssm_std_D,pssm_std_C,pssm_std_Q,pssm_std_E,pssm_std_G,pssm_std_H,pssm_std_I,pssm_std_L,pssm_std_K,pssm_std_M,pssm_std_F,pssm_std_P,pssm_std_S,pssm_std_T,pssm_std_W,pssm_std_Y,pssm_std_V,pssm_overall_avg,pssm_overall_std
1,-0.533333333,-1.8,-0.733333333,-1.266666667,-2.066666667,-1.333333333,-1.4,-0.333333333,-1.133333333,-1.333333333,-1.533333333,-1.6,-1.2,-1.533333333,-1.533333333,-0.4,-0.866666667,-2.866666667,-1.466666667,-1.133333333,-8,-27,-11,-19,-31,-20,-21,-5,-17,-20,-23,-24,-18,-23,-23,-6,-13,-43,-22,-17,1.684664726,0.941123948,2.658320272,2.548575699,1.222799287,1.112697281,1.549193338,3.598941643,2.748159557,2.794552524,2.948768912,1.121223821,1.897366596,2.748159557,2.774029217,2.292846017,1.060098827,1.302013093,1.807392228,2.386469798,-1.303333333,2.198026893
1,-0.833333333,-0.611111111,0,0.055555556,-2.444444444,0.277777778,0.277777778,-0.833333333,-0.277777778,-2.5,-2.333333333,0.055555556,-1.277777778,-2.055555556,-1.055555556,-0.055555556,-1,-2.333333333,-1,-1.944444444,-15,-11,0,1,-44,5,5,-15,-5,-45,-42,1,-23,-37,-19,-1,-18,-42,-18,-35,1.465284554,1.500544563,1.878672873,2.667279341,0.983524408,1.742397117,2.052417672,2.662373996,2.023554111,1.248528546,1.495090003,2.071436621,1.808657466,2.013840996,2.12747357,1.304842664,0.766964989,1.782265577,3.067859955,1.109966731,-0.994444444,2.057499081
1,-4.363636364,-3.818181818,-1.818181818,-2.909090909,-9.772727273,-3,-3.227272727,-5.727272727,-3.136363636,-5.227272727,-7.545454545,-3.363636364,-6.227272727,-9,-5.409090909,-3.409090909,-4.636363636,-9.954545455,-7.727272727,-5.681818182,-96,-84,-40,-64,-215,-66,-71,-126,-69,-115,-166,-74,-137,-198,-119,-75,-102,-219,-170,-125,2.421047678,6.448597955,4.656141501,6.823691857,3.63752687,3.14718317,4.946685453,4.107853317,4.733824132,3.975302542,3.40486029,3.60615155,5.144870938,4.364357805,3.800489829,2.822681786,1.890967365,5.24156713,4.987430087,3.746571304,-5.297727273,4.868264047
1,-0.733333333,-1,-0.733333333,-1,-2.266666667,-0.666666667,-0.733333333,-1.8,-0.6,-1.666666667,-1.533333333,-1.066666667,-1.2,-0.933333333,-1,-0.533333333,-0.666666667,-2.266666667,-0.866666667,-1.533333333,-11,-15,-11,-15,-34,-10,-11,-27,-9,-25,-23,-16,-18,-14,-15,-8,-10,-34,-13,-23,2.016597795,2.267786838,2.433887739,3.207134903,1.279880947,1.988059595,1.79151439,1.207121724,2.585674822,1.632993162,2.065591118,1.387014608,1.473576795,3.769552203,3.422613872,1.187233679,1.718249386,1.869555588,2.356349073,1.35576371,-1.14,2.163423213
1,-0.4,-1.066666667,-1.066666667,-0.133333333,-0.866666667,0.133333333,0.4,-1.933333333,-1.133333333,-1.4,-1.6,-0.6,-1.066666667,-1.933333333,-1.666666667,-0.4,-0.933333333,-2.533333333,-1.266666667,-1,-6,-16,-16,-2,-13,2,6,-29,-17,-21,-24,-9,-16,-29,-25,-6,-14,-38,-19,-15,1.882247896,1.667618776,1.533747356,3.136573806,4.223516928,2.695675549,3.224903099,1.162919151,1.505545305,2.384473587,1.804755623,2.063284483,1.222799287,1.709915063,0.975900073,0.985610761,0.457737708,1.407463101,2.374467359,1.8516402,-1.023333333,2.151616963
1,0.2,-0.5,-0.1,-0.9,-1.55,0.15,-0.45,-1.4,-1.2,-1.05,-1.05,-0.35,-0.4,-2,-1.5,0.45,-0.05,-2.75,-1.7,-0.7,4,-10,-2,-18,-31,3,-9,-28,-24,-21,-21,-7,-8,-40,-30,9,-1,-55,-34,-14,2.092593455,1.820930936,2.511028307,2.125038699,1.190974833,2.345768867,1.571958216,1.391704748,1.196486083,2.305028827,1.932410548,1.631111988,1.69829636,1.123902974,0.76088591,1.731290969,1.394538218,0.716350399,0.571240571,1.780005914,-0.8425,1.825566693
1,-3,-5.357142857,0,-1.857142857,-9.5,-2.785714286,-2.357142857,-3.857142857,-3.071428571,-6.071428571,-7.5,-3.357142857,-6.642857143,-9.785714286,-4.071428571,-1.5,-2.785714286,-11.14285714,-7.928571429,-5.714285714,-42,-75,0,-26,-133,-39,-33,-54,-43,-85,-105,-47,-93,-137,-57,-21,-39,-156,-111,-80,2.183856856,3.078639631,5.038314737,4.486855038,3.877945531,4.191173352,3.81509437,3.799942163,4.6486439,3.197698348,2.564551243,3.835204194,3.177012212,3.067912631,3.911802373,3.858058499,3.598687184,4.166849813,3.771640853,3.950239943,-4.914285714,4.693438755
1,-1.266666667,-1.733333333,-1.266666667,0.333333333,-1.6,-0.933333333,-0.8,-2.466666667,-2.133333333,-0.666666667,-0.866666667,-1.066666667,-0.6,-2.133333333,-2.266666667,-1,-0.533333333,-3.466666667,-2,-0.933333333,-19,-26,-19,5,-24,-14,-12,-37,-32,-10,-13,-16,-9,-32,-34,-15,-8,-52,-30,-14,0.798808637,1.667618776,2.186538905,5.009514756,3.480558248,1.437590577,2.569046516,1.302013093,1.245945806,3.394673699,3.090692633,2.63131327,2.667261838,1.767430203,0.798808637,1.558387445,1.552264091,1.187233679,0.9258201,2.96326718,-1.37,2.435795558
1,-0.733333333,-1.533333333,-1.4,-2,-2,-1.133333333,-1.4,-1.866666667,-1.133333333,-1.133333333,-0.866666667,-1.066666667,-0.8,-1.533333333,-2.266666667,-1.133333333,-1.066666667,-1.666666667,-0.733333333,-1,-11,-23,-21,-30,-30,-17,-21,-28,-17,-17,-13,-16,-12,-23,-34,-17,-16,-25,-11,-15,2.463060427,1.641718032,2.797958439,3,1.309307341,1.407463101,1.843908891,2.642149197,3.270357487,3.044120015,3.044120015,2.658320272,1.934646516,2.199567057,0.961150105,1.641718032,0.883715102,4.064948896,2.890048607,2.645751311,-1.323333333,2.414978721
1,-1.235294118,-1.058823529,-0.470588235,-1.588235294,-1.882352941,-1.176470588,-1.294117647,-1.823529412,-1.235294118,-1,-1.352941176,-1,-1,-1,-1.352941176,-1.058823529,-0.529411765,-2.470588235,-1.117647059,-1,-21,-18,-8,-27,-32,-20,-22,-31,-21,-17,-23,-17,-17,-17,-23,-18,-9,-42,-19,-17,0.831370237,2.703483591,3.356293474,2.373257875,2.976624618,1.550616576,1.961017143,1.91165158,1.437420075,2.474873734,2.177761938,1.837117307,1.5,3.535533906,3.6390448,1.519481336,1.58578242,1.771921523,2.088131729,2.5,-1.232352941,2.282055393
1,-0.538461538,-0.615384615,-0.923076923,-1,-2.076923077,-0.153846154,-0.307692308,-1.076923077,-1.615384615,-1.384615385,-0.923076923,0,-0.384615385,-2,-1.692307692,-0.461538462,-1.076923077,-2.538461538,-1.846153846,-1,-7,-8,-12,-13,-27,-2,-4,-14,-21,-18,-12,0,-5,-26,-22,-6,-14,-33,-24,-13,1.450022104,1.804552647,1.441153384,2.677063067,1.187542172,2.192645048,2.496150883,3.353146245,1.043907845,2.693772495,2.928638434,2.549509757,2.364263858,1.414213562,0.854850414,0.967417922,0.493548117,0.776250026,0.800640769,1.957890021,-1.080769231,1.997405862
1,-0.375,-0.25,-0.583333333,-0.916666667,-2.208333333,-0.041666667,-0.583333333,-1.375,-0.958333333,-2.166666667,-1.833333333,-0.25,-1.458333333,-2.625,0.666666667,0.125,0,-2.916666667,-2.083333333,-1.541666667,-9,-6,-14,-22,-53,-1,-14,-33,-23,-52,-44,-6,-35,-63,16,3,0,-70,-50,-37,1.279011167,2.471577563,1.863065885,1.998187585,1.062366786,1.573673815,0.974307632,1.636871353,2.136212957,1.403928236,1.736229465,1.35934767,1.250362266,1.17260394,3.806934938,1.650098811,1.97814142,0.829702234,1.059805834,1.413572922,-1.06875,1.981545719
1,-1.133333333,-1,0.133333333,-1.133333333,-2.6,-0.933333333,-1.066666667,-1.266666667,-0.666666667,-1.866666667,-2.066666667,-0.8,-1.266666667,-1,-2.333333333,-0.4,-0.8,-1.466666667,-0.2,-1.466666667,-17,-15,2,-17,-39,-14,-16,-19,-10,-28,-31,-12,-19,-15,-35,-6,-12,-22,-3,-22,1.552264091,2.449489743,3.461351236,2.72204405,1.055597326,1.387014608,1.624221425,2.491891613,1.838736626,2.503331114,1.94446712,2.144761059,1.222799287,3.184785259,0.975900073,2.164651077,1.320173149,4.085980677,3.363671463,2.199567057,-1.166666667,2.356315391
1,0.3,-1.05,-1.25,-1.45,-1.9,-0.6,-0.2,-1.05,-1.4,-1.05,-1.3,-0.5,-0.85,-2.2,-0.6,-0.3,-0.3,-2.85,-1.7,-0.3,6,-21,-25,-29,-38,-12,-4,-21,-28,-21,-26,-10,-17,-44,-12,-6,-6,-57,-34,-6,1.922169827,1.316894273,1.29269201,1.35627198,1.333771858,1.429022485,2.44087991,2.584875035,2.210025006,2.480980282,2.00262985,1.820930936,1.386969434,1.105012503,2.663594722,1.128576187,1.525226472,0.587142949,1.080935268,2.29645035,-1.0275,1.900458826
1,-0.266666667,-1.533333333,-1.066666667,-1.466666667,-1.4,-1,-1.2,-0.933333333,-0.933333333,-2,-1.733333333,-0.866666667,-1,-0.866666667,-2.066666667,-0.266666667,-0.666666667,-1.866666667,-0.066666667,-1.533333333,-4,-23,-16,-22,-21,-15,-18,-14,-14,-30,-26,-13,-15,-13,-31,-4,-10,-28,-1,-23,1.980860804,2.030716505,1.387014608,2.642149197,3.376388603,1.603567451,1.61245155,3.081434422,1.667618776,1.511857892,1.907379154,2.325838303,2.20389266,3.090692633,1.032795559,1.830950833,1.914854216,2.231804736,3.936399128,1.684664726,-1.136666667,2.260823351
1,-0.8,-0.733333333,-0.8,-0.733333333,-1.866666667,0,0.266666667,-2.066666667,-0.133333333,-1.8,-1.933333333,-0.533333333,-1.2,-2.4,0.066666667,-0.4,-0.533333333,-2.866666667,-1.466666667,-1.266666667,-12,-11,-12,-11,-28,0,4,-31,-2,-27,-29,-8,-18,-36,1,-6,-8,-43,-22,-19,0.774596669,2.051712409,1.521277659,1.709915063,3.204163958,2.138089935,2.814926202,0.798808637,3.502380143,2.274077521,1.579632266,1.505545305,1.082325539,1.242118007,3.654090989,1.45405836,1.684664726,0.743223353,1.552264091,2.086236073,-1.06,2.156324033
1,-1.166666667,-1.416666667,-1.5,-1.333333333,-2.833333333,-1.083333333,-1.083333333,-1.5,-1.416666667,-2,-2.166666667,-1,-1.583333333,-1,-1.666666667,-1.166666667,-1.416666667,-0.333333333,-0.416666667,-1.75,-14,-17,-18,-16,-34,-13,-13,-18,-17,-24,-26,-12,-19,-12,-20,-14,-17,-4,-5,-21,1.898963034,2.712205856,1.834021909,3.676295896,1.193416283,1.311372171,1.928651594,2.576114057,1.443375673,1.954016842,1.585922922,2.335496832,1.311372171,3.411211462,3.22865954,1.403458931,0.99620492,5.69422887,3.203927514,2.094364733,-1.391666667,2.49264195
1,0,-0.9,-0.65,-0.8,-2.1,-0.6,-0.7,-0.3,-1.3,-2.35,-2.35,-0.55,-1.55,-2.15,-0.8,-0.05,-0.9,-1.45,-1.45,-1.8,0,-18,-13,-16,-42,-12,-14,-6,-26,-47,-47,-11,-31,-43,-16,-1,-18,-29,-29,-36,2.102629932,2.023545612,1.899445903,2.627786741,0.967906042,1.273205652,1.525226472,2.903718125,1.031095483,1.268027893,1.348488433,1.904979624,1.959457497,1.899445903,2.966479395,1.66938375,1.252366182,4.442320399,2.459674775,1.23969436,-1.1375,2.17108124
1,-0.466666667,0.266666667,-0.4,-1.8,-2.066666667,-0.533333333,-1,-1.733333333,-0.8,-1.666666667,-1.133333333,-0.333333333,-0.8,-1.533333333,-0.933333333,-0.4,-0.733333333,-2.533333333,-1.066666667,-1.6,-7,4,-6,-27,-31,-8,-15,-26,-12,-25,-17,-5,-12,-23,-14,-6,-11,-38,-16,-24,1.959105724,3.058166273,2.898275349,1.61245155,1.162919151,1.245945806,1.195228609,1.437590577,1.521277659,1.799470822,2.263583337,1.67616342,1.264911064,2.774029217,3.326659987,1.681835732,0.798808637,1.767430203,2.63131327,1.502379066,-1.063333333,2.049224786
1,-3.866666667,-5.533333333,-3.066666667,-6.133333333,-9.8,-4.333333333,-5.6,-6.733333333,-4,-3.666666667,-4.266666667,-5.533333333,-5.066666667,-6.333333333,-4.333333333,-3.8,-3.066666667,-9.733333333,-6.4,-4,-58,-83,-46,-92,-147,-65,-84,-101,-60,-55,-64,-83,-76,-95,-65,-57,-46,-146,-96,-60,2.587515815,4.389381126,5.270763928,6.022181222,3.405877273,4.715728495,4.136941589,2.939063667,2.672612419,3.352326839,5.257194617,3.758165713,4.06143301,5.875696514,5.589105048,3.004758131,4.415341221,4.382867076,5.81623344,4.971346469,-5.263333333,4.691196246
1,-1.266666667,-1.266666667,-1,-1.466666667,-0.4,-1.4,-1.4,-1.333333333,-1.2,-2.466666667,-2.2,-1,-1.733333333,-2.266666667,-2.133333333,-0.733333333,-0.866666667,-1.466666667,-1.8,-2,-19,-19,-15,-22,-6,-21,-21,-20,-18,-37,-33,-15,-26,-34,-32,-11,-13,-22,-27,-30,0.703731551,2.865226659,2.420153478,2.799659843,5.448459809,1.956673562,2.720294102,2.84521319,2.651145305,1.884776101,1.780850519,2.618614683,1.387014608,1.869555588,2.924445409,1.099783528,1.457329587,4.763951941,2.042407543,1.963961012,-1.47,2.611978816
1,-0.333333333,-0.8,-0.4,-1.666666667,-1.2,-1.133333333,-1.466666667,-0.933333333,-1.6,-1.133333333,-1,-1,-0.8,-2.066666667,-1.466666667,-0.266666667,-0.333333333,-2.933333333,-1.933333333,-0.933333333,-5,-12,-6,-25,-18,-17,-22,-14,-24,-17,-15,-15,-12,-31,-22,-4,-5,-44,-29,-14,1.447493729,2.541090879,2.971291206,1.588650221,3.028436655,1.302013093,1.35576371,3.172801076,1.45405836,2.642149197,2.618614683,1.558387445,1.61245155,1.279880947,2.445598573,1.667618776,1.67616342,0.703731551,0.703731551,2.344192419,-1.17,2.075516
1,-0.8,-0.733333333,-0.6,-1.6,-0.933333333,-0.733333333,-0.733333333,-2,-1,-1.933333333,-2,0.6,-1.466666667,-1.2,-2,-0.2,-0.666666667,-2.2,-0.8,-1.733333333,-12,-11,-9,-24,-14,-11,-11,-30,-15,-29,-30,9,-22,-18,-30,-3,-10,-33,-12,-26,1.014185106,2.344192419,2.414243448,1.956673562,4.527166674,2.051712409,2.658320272,1.133893419,1.362770288,1.907379154,1.511857892,3.480558248,0.990430402,3.707135976,1.195228609,2.077085871,1.2344268,1.85933936,2.833473386,1.830950833,-1.136666667,2.33194959
1,-0.8,-1.066666667,-1.8,-1.8,-2.066666667,-0.8,-0.8,-2.733333333,-2.2,-0.266666667,-0.533333333,-0.133333333,-0.266666667,-2.2,-1.4,-1.2,-0.8,-3,-1.866666667,-0.333333333,-12,-16,-27,-27,-31,-12,-12,-41,-33,-4,-8,-2,-4,-33,-21,-18,-12,-45,-28,-5,1.740279124,2.051712409,1.82051798,3.028436655,1.279880947,1.780850519,2.782598991,1.222799287,1.373213125,3.348062695,2.875181154,3.398879367,2.576450123,1.897366596,2.772312083,1.424279266,0.414039336,0.755928946,0.833809388,2.943920289,-1.303333333,2.28429177
1,-0.416666667,-0.833333333,-0.333333333,-1,-2.333333333,-0.583333333,-0.166666667,0,-1.416666667,-2.083333333,-1.916666667,-0.25,-1.416666667,-2.5,-1,-0.25,-1.083333333,-2.75,-2.166666667,-1.5,-5,-10,-4,-12,-28,-7,-2,0,-17,-25,-23,-3,-17,-30,-12,-3,-13,-33,-26,-18,1.505042031,1.642245322,2.348435972,1.53741223,1.23091491,1.729862492,2.757908738,3.813850357,1.240112409,2.539088359,2.503028469,2.340357393,1.56427929,1.243163121,2.628514963,0.965307299,0.668557923,0.753778361,0.717740563,1.882937743,-1.2,2.047763007
1,-0.8125,-1.6875,-1.125,-1.625,-2,-1.25,-1.4375,-1.3125,-1.8125,-1,-1.25,-1.1875,-0.875,-1.5,-1.5625,-0.5,0,-1.9375,-1.125,-0.4375,-13,-27,-18,-26,-32,-20,-23,-21,-29,-16,-20,-19,-14,-24,-25,-8,0,-31,-18,-7,1.167261753,1.302241657,2.578759392,2.552776266,1.095445115,1.064581295,1.547847968,2.868652413,1.558578412,2.732520204,2.48997992,1.905037182,1.857417562,1.932183566,2.70724337,1.932183566,2.338090389,3.75,2.5,2.682505048,-1.221875,2.22433057
1,-0.833333333,-1.083333333,0,-1.166666667,-1.916666667,-0.583333333,-1,-1.416666667,-1.416666667,-0.75,-1,-0.75,-0.333333333,-1.916666667,-1.166666667,-0.083333333,-0.333333333,-2.833333333,-1.75,-0.583333333,-10,-13,0,-14,-23,-7,-12,-17,-17,-9,-12,-9,-4,-23,-14,-1,-4,-34,-21,-7,0.83484711,1.621353718,3.133397807,1.527525232,0.99620492,2.234373344,1.651445648,2.778434266,1.443375673,3.137022329,2.335496832,2.00567377,2.14617348,1.505042031,2.691175253,1.729862492,1.556997888,0.937436867,0.753778361,2.466441431,-1.045833333,2.035616034
1,-1.086956522,-0.652173913,-2.217391304,-2.826086957,-1.52173913,-1,-1.782608696,-2.652173913,-1.47826087,-0.391304348,0,-1.434782609,-0.391304348,-1.608695652,-1.52173913,-1.434782609,-0.869565217,-2.565217391,-1.260869565,-0.565217391,-25,-15,-51,-65,-35,-23,-41,-61,-34,-9,0,-33,-9,-37,-35,-33,-20,-59,-29,-13,1.621252139,3.283688276,1.704446637,1.370208143,2.826330181,2.110579412,1.677566466,2.248407429,2.858314271,3.026235742,2.891995222,1.996043517,1.924462863,1.900696773,3.087652318,1.674028537,0.814881354,1.160959124,2.320215337,2.608135645,-1.363043478,2.337023255
1,-0.25,-0.916666667,-0.166666667,-1,-1.75,-1,-1.166666667,-1.083333333,-1.5,-1.166666667,-1,-1,-0.916666667,-2.083333333,-1.166666667,-0.25,-0.333333333,-2.833333333,-2,-0.916666667,-3,-11,-2,-12,-21,-12,-14,-13,-18,-14,-12,-12,-11,-25,-14,-3,-4,-34,-24,-11,2.094364733,2.065224326,3.186144245,2.730301349,1.215431087,1.12815215,1.337115847,2.745519766,1.445997611,2.552479484,2.860387768,1.279204298,1.729862492,1.378954369,2.691175253,1.288057029,1.497472618,0.937436867,0.738548946,2.020725942,-1.125,2.002342378
1,0.2,-0.4,-0.4,-1.066666667,-1.733333333,0.066666667,-0.2,-1.333333333,-0.6,-1.8,-1.666666667,0.266666667,-0.933333333,-1.933333333,-0.733333333,0.866666667,-0.066666667,-2.4,-1.066666667,-1.2,3,-6,-6,-16,-26,1,-3,-20,-9,-27,-25,4,-14,-29,-11,13,-1,-36,-16,-18,1.85933936,1.45405836,1.4040757,1.032795559,1.162919151,1.624221425,1.146423008,1.175139303,2.384473587,1.567527626,0.975900073,2.086236073,0.703731551,1.579632266,2.218965868,2.166849809,1.533747356,1.352246808,2.491891613,1.698739028,-0.806666667,1.8025784
1,-0.818181818,0.090909091,-0.090909091,-1,-2.454545455,-0.090909091,0.272727273,-1.727272727,-0.636363636,-1.727272727,-1.636363636,0.272727273,-0.909090909,-1,-1.909090909,0.090909091,-0.636363636,-2.363636364,-1,-1.545454545,-9,1,-1,-11,-27,-1,3,-19,-7,-19,-18,3,-10,-11,-21,1,-7,-26,-11,-17,1.07871978,2.879393876,2.547726259,2.19089023,1.12815215,1.814086296,2.686667419,1.190874392,1.026910636,1.954016842,1.361816968,2.37027041,0.943879807,3.521363372,1.136181804,2.165850662,1.026910636,1.689540013,2,1.967924611,-0.940909091,2.054077783
1,-0.928571429,-1.428571429,-1,-1.428571429,-2.428571429,-1.071428571,-1.071428571,-1.5,-1,-1.142857143,-1.285714286,-1.5,-0.642857143,-1.071428571,-2.285714286,-0.785714286,-0.285714286,-2.428571429,-0.642857143,-0.785714286,-13,-20,-14,-20,-34,-15,-15,-21,-14,-16,-18,-21,-9,-15,-32,-11,-4,-34,-9,-11,0.916874768,2.408775166,1.568929081,2.979785375,1.222499691,1.685425567,2.555966947,3.299184048,3.088439985,2.931451278,2.091321681,1.506396618,2.405351177,2.947340019,0.913873533,1.528124614,2.367360472,1.785164751,2.817722563,3.092884425,-1.235714286,2.314891896
1,-1,-0.666666667,-1.2,-0.533333333,-2.733333333,-0.6,-0.4,-1.8,-1.333333333,-1.933333333,-2.066666667,-0.666666667,-1.6,-2.2,0.6,-0.6,-0.666666667,-2.066666667,-1.4,-1.8,-15,-10,-18,-8,-41,-9,-6,-27,-20,-29,-31,-10,-24,-33,9,-9,-10,-31,-21,-27,1.253566341,2.794552524,1.698739028,3.067494712,1.099783528,1.121223821,1.804755623,1.014185106,1.112697281,1.907379154,1.79151439,1.447493729,1.549193338,2.274077521,4.222389303,1.549193338,1.345185418,3.918211448,2.772312083,1.567527626,-1.233333333,2.232835765
1,-1,0.235294118,0.647058824,-0.352941176,-2.294117647,-0.176470588,-0.235294118,-1.647058824,-0.588235294,-1.588235294,-1.588235294,-0.176470588,-1.058823529,-2,-1.823529412,0,-0.294117647,-2.882352941,-1.411764706,-1.294117647,-17,4,11,-6,-39,-3,-4,-28,-10,-27,-27,-3,-18,-34,-31,0,-5,-49,-24,-22,1,2.862023143,2.914214656,2.892688552,1.046703509,1.286239389,1.821037196,1.366618842,1.502448981,2.319989858,2.123052741,1.590412451,1.344925102,1.658312395,0.727606875,1.870828693,1.358524286,1.409004655,2.237711541,2.114376559,-0.976470588,2.036296931
1,0.071428571,-1.071428571,-0.857142857,-1.5,-1,-0.928571429,-0.928571429,-0.214285714,-1.857142857,-1.5,-1.214285714,-0.571428571,-0.928571429,-2.071428571,-1.714285714,0.214285714,-0.357142857,-2.5,-2,-1,1,-15,-12,-21,-14,-13,-13,-3,-26,-21,-17,-8,-13,-29,-24,3,-5,-35,-28,-14,1.328057327,1.491735474,1.561909229,1.506396618,2.801098686,1.491735474,2.268997939,3.598687184,0.949262293,2.34520788,2.607048771,2.208873215,1.639150142,1.071611706,0.825420306,1.888368096,1.823232246,0.518874522,0.67936622,2,-1.096428571,1.94788936
1,-0.777777778,0.166666667,-0.055555556,-0.5,-2.388888889,0.833333333,0.666666667,-2,-0.944444444,-1.722222222,-1.333333333,0.222222222,-0.722222222,-2.333333333,-1.444444444,0,0.055555556,-2.666666667,-1.722222222,-1.111111111,-14,3,-1,-9,-43,15,12,-36,-17,-31,-24,4,-13,-42,-26,0,1,-48,-31,-20,0.732084498,2.121320344,1.954548909,2.281640277,1.195033295,2.332632948,2.497057091,1.028991511,1.258954852,2.023554111,2.222875721,1.628985811,1.363626461,1.028991511,0.704792186,1.414213562,1.893400993,0.685994341,0.57451315,1.778594584,-0.888888889,1.902889291
1,-0.666666667,-1.133333333,-1.6,-1.2,-2.4,0.4,-0.6,-2.066666667,-1.6,-2.066666667,-1.4,-0.666666667,-0.6,-2.333333333,2.333333333,-0.8,-0.933333333,-2.266666667,-2,-1.266666667,-10,-17,-24,-18,-36,6,-9,-31,-24,-31,-21,-10,-9,-35,35,-12,-14,-34,-30,-19,1.290994449,1.35576371,1.121223821,1.082325539,1.055597326,2.898275349,1.804755623,0.703731551,1.121223821,1.667618776,2.354327323,1.112697281,1.594633859,1.2344268,4.577377082,0.861891607,0.25819889,0.798808637,1,1.279880947,-1.143333333,1.975547744
1,-0.7,-1.35,-0.25,-0.75,-2.05,-0.75,-0.6,-1.15,-1.4,-1.25,-1.4,-0.8,-0.8,-1.8,-0.55,0.2,-0.2,-2.8,-1.8,-1.15,-14,-27,-5,-15,-41,-15,-12,-23,-28,-25,-28,-16,-16,-36,-11,4,-4,-56,-36,-23,0.97872097,1.225818738,2.59300679,2.173403831,1.050062655,1.332784975,1.95744194,2.518876107,1.142481141,2.510504248,2.303315688,1.576137851,1.908430052,2.284962282,3.363503812,1.935812083,1.673320053,1.23969436,1.361114095,1.954078057,-1.0675,2.023102506
1,-0.894736842,-0.789473684,-0.526315789,-1.263157895,-2.105263158,-0.157894737,-0.315789474,-2.315789474,-1.315789474,-0.526315789,-0.368421053,-0.210526316,-0.157894737,-1.368421053,-1.947368421,-0.315789474,-0.684210526,-2.631578947,-1.263157895,-0.473684211,-17,-15,-10,-24,-40,-3,-6,-44,-25,-10,-7,-4,-3,-26,-37,-6,-13,-50,-24,-9,0.809302638,1.843274483,2.796196247,2.050531239,1.149624907,2.500292381,2.64685624,1.492672159,1.454977342,2.912967579,2.607905211,2.393949488,1.42451387,2.241292443,1.025978352,1.887168119,0.749268649,1.065130473,1.147078669,2.318246968,-0.981578947,2.039653642
1,-0.4,-1.733333333,-1.066666667,-1.266666667,-0.933333333,-1.133333333,-0.933333333,-1,-1.466666667,-1.8,-2.133333333,-0.733333333,-1.6,-1.8,-1.333333333,-0.266666667,-0.6,-2.6,-1.4,-1.4,-6,-26,-16,-19,-14,-17,-14,-15,-22,-27,-32,-11,-24,-27,-20,-4,-9,-39,-21,-21,1.502379066,1.869555588,1.533747356,2.604026187,4.199773237,1.641718032,2.433887739,3.047247001,1.302013093,2.042407543,1.552264091,2.604026187,1.183215957,2.956832282,2.768874621,1.624221425,1.764733893,1.764733893,2.772312083,1.843908891,-1.28,2.266039129
1,-0.857142857,-1.214285714,-1.142857143,-0.785714286,-2.214285714,-0.928571429,-0.785714286,-1.142857143,-1.571428571,-1.214285714,-1.714285714,-0.642857143,-1.142857143,-2.071428571,-0.571428571,-0.928571429,-1,-2.785714286,-1.5,-0.642857143,-12,-17,-16,-11,-31,-13,-11,-16,-22,-17,-24,-9,-16,-29,-8,-13,-14,-39,-21,-9,0.770328887,2.423556555,1.561909229,3.017349102,0.892582375,1.328057327,1.672334684,3.134354132,1.398586414,3.017349102,2.163635524,2.273835893,1.610405723,1.899971081,3.274946523,0.916874768,0.67936622,1.528124614,2.594372608,2.951066114,-1.242857143,2.12257064
1,0.5,-0.5625,-0.4375,-0.9375,-1.75,-0.5,-0.1875,0,-1.5,-2.25,-2.125,-0.375,-1.5625,-2.5625,-0.75,0.5625,0.375,-2.4375,-2.25,-1.3125,8,-9,-7,-15,-28,-8,-3,0,-24,-36,-34,-6,-25,-41,-12,9,6,-39,-36,-21,1.825741858,1.787689384,0.963932916,0.928708781,1.341640786,1.316561177,2.166987156,3.098386677,0.816496581,1.238278375,1.204159458,1.62788206,0.81394103,0.62915287,2.113448998,1.152894907,2.305789814,0.62915287,0.447213595,1.25,-1.003125,1.780973114
1,-4.2,-6.55,-2.5,-4.4,-8.65,-4.75,-4,-6.45,-3.2,-5.2,-6.2,-5.75,-7.1,-7,-5.7,-4.55,-4.75,-11.15,-5.5,-4.75,-84,-131,-50,-88,-173,-95,-80,-129,-64,-104,-124,-115,-142,-140,-114,-91,-95,-223,-110,-95,3.365459224,3.316228041,3.7626978,5.789282293,3.717313688,4.302691936,4.065257162,5.698337708,5.782004752,5.463756179,4.335896678,3.625567106,4.076892521,5.477225575,5.592287923,2.502104377,1.970172314,4.270769683,7.570719218,4.115119746,-5.6175,4.88274449
