label,pssm_avg_A,pssm_avg_R,pssm_avg_N,pssm_avg_D,pssm_avg_C,pssm_avg_Q,pssm_avg_E,pssm_avg_G,pssm_avg_H,pssm_avg_I,pssm_avg_L,pssm_avg_K,pssm_avg_M,pssm_avg_F,pssm_avg_P,pssm_avg_S,pssm_avg_T,pssm_avg_W,pssm_avg_Y,pssm_avg_V,pssm_sum_A,pssm_sum_R,pssm_sum_N,pssm_sum_D,pssm_sum_C,pssm_sum_Q,pssm_sum_E,pssm_sum_G,pssm_sum_H,pssm_sum_I,pssm_sum_L,pssm_sum_K,pssm_sum_M,pssm_sum_F,pssm_sum_P,pssm_sum_S,pssm_sum_T,pssm_sum_W,pssm_sum_Y,pssm_sum_V,pssm_std_A,pssm_std_R,pssm_std_N,pssm_std_D,pssm_std_C,pssm_std_Q,pssm_std_E,pssm_std_G,pssm_std_H,pssm_std_I,pssm_std_L,pssm_std_K,pssm_std_M,pssm_std_F,pssm_std_P,pssm_std_S,pssm_std_T,pssm_std_W,pssm_std_Y,pssm_std_V,pssm_overall_avg,pssm_overall_std
1,-2.571428571,-6.214285714,-2.571428571,-4.071428571,-9.214285714,-4.714285714,-3.642857143,-4.071428571,-4.642857143,-3,-5.785714286,-5.571428571,-5,-8.071428571,-5.5,-3.071428571,-3.214285714,-11.64285714,-6.5,-2.357142857,-36,-87,-36,-57,-129,-66,-51,-57,-65,-42,-81,-78,-70,-113,-77,-43,-45,-163,-91,-33,3.203706644,4.263955755,6.259937155,5.427342255,3.092884425,3.688413698,5.555415139,3.561855301,2.924883768,3.863039855,2.965923684,4.182643362,3.186510027,5.312746439,1.911503637,2.673640149,3.704022168,4.716699349,3.436232284,6.404411254,-5.071428571,4.669265554
1,-2.923076923,-6.692307692,-2.769230769,-4.923076923,-9.384615385,-4.846153846,-4,-6.307692308,-5.153846154,-3.307692308,-6.076923077,-5.769230769,-5.307692308,-5.615384615,-5.769230769,-2.538461538,-1.923076923,-10.46153846,-4.384615385,-5,-38,-87,-36,-64,-122,-63,-52,-82,-67,-43,-79,-75,-69,-73,-75,-33,-25,-136,-57,-65,3.925589944,2.46253986,4.206222497,5.499417219,3.990373031,5.997862867,6.480740698,3.425021056,2.882306768,3.987158875,2.431101892,4.1863637,2.594372608,7.879704537,3.515533297,3.86469888,5.794559783,4.557327152,5.795665932,3,-5.157692308,4.841540845
1,-5.133333333,-5.733333333,-2.466666667,-5.266666667,-9.4,-4.333333333,-3.866666667,-7.866666667,-3.4,-6.333333333,-6.533333333,-5.466666667,-7.4,-6.333333333,-7.333333333,-3.6,-5.133333333,-7.066666667,-3.4,-6.933333333,-77,-86,-37,-79,-141,-65,-58,-118,-51,-95,-98,-82,-111,-95,-110,-54,-77,-106,-51,-104,3.58302878,5.091542941,3.925496632,6.829208976,5.151976043,6.996597813,6.490285781,4.703595383,2.557900925,2.497617913,4.120795115,3.377798663,3.832194448,6.421689438,4.466808811,4.388296122,2.875181154,7.314043895,8.666849815,2.63131327,-5.65,5.226295693
1,-4.785714286,-7.142857143,-3.428571429,-3.714285714,-12.42857143,-3.857142857,-3.071428571,-5.928571429,-4.357142857,-4.428571429,-5.928571429,-6.071428571,-5.642857143,-6.428571429,-6.785714286,-5,-6.071428571,-11.14285714,-6.428571429,-6.071428571,-67,-100,-48,-52,-174,-54,-43,-83,-61,-62,-83,-85,-79,-90,-95,-70,-85,-156,-90,-85,2.48622579,3.393594483,3.837352567,7.710418241,2.874671505,6.334971834,7.720744142,4.410900583,4.516757565,4.619595149,5.121061875,5.511725762,3.692135985,9.362069838,2.293085641,1.568929081,2.092634913,4.959173983,5.228829634,2.921124276,-5.935714286,5.2877361
1,-4.066666667,-6.333333333,-3.933333333,-4.666666667,-10.4,-4.533333333,-3.133333333,-6.533333333,-5.333333333,-2.2,-4.6,-5.533333333,-4,-5.466666667,-6.466666667,-4.8,-4.733333333,-9.933333333,-5.2,-4.2,-61,-95,-59,-70,-156,-68,-47,-98,-80,-33,-69,-83,-60,-82,-97,-72,-71,-149,-78,-63,2.939063667,4.835385443,3.150207854,7.306226959,3.90603928,5.097151399,7.576907272,4.155317878,1.759328876,4.522957313,5.315744807,4.823553324,4.40778532,7.909006319,2.614975189,2.077085871,3.011090611,5.71297604,5.722137463,4.039094665,-5.303333333,5.064713439
1,-4.266666667,-6.266666667,-3,-4.533333333,-9.066666667,-4.866666667,-4.466666667,-6.6,-4.2,-4.533333333,-6.733333333,-5.666666667,-5.733333333,-6.466666667,-6.666666667,-3.666666667,-4.8,-10.46666667,-5.333333333,-5.866666667,-64,-94,-45,-68,-136,-73,-67,-99,-63,-68,-101,-85,-86,-97,-100,-55,-72,-157,-80,-88,3.712270516,3.390462814,5.154748158,7.405274825,6.659758325,6.186005712,6.266312047,3.521363372,4.678216999,4.138092498,4.283967898,5.576310437,5.933761354,8.007734356,3.265986324,3.415650255,2.8081514,4.453997669,6.113996433,3.113717729,-5.66,5.2450993
1,-3.6,-5.866666667,-4.133333333,-4.266666667,-11.33333333,-2.266666667,-2.933333333,-6.333333333,-4.2,-3.2,-4.866666667,-6,-4.466666667,-7.6,-5.666666667,-4.866666667,-4.933333333,-11.33333333,-7.666666667,-3.8,-54,-88,-62,-64,-170,-34,-44,-95,-63,-48,-73,-90,-67,-114,-85,-73,-74,-170,-115,-57,3.397478056,4.778921974,3.356585567,6.902035587,3.657998412,6.702522624,6.73441764,2.84521319,3.098386677,4.411025148,4.89703506,3.77964473,3.440653316,7.872193377,2.497617913,1.884776101,1.980860804,4.835385443,4.434711565,5.198900983,-5.466666667,5.07761974
1,-2.909090909,-6.727272727,-3.181818182,-3.272727273,-11.45454545,-3.818181818,-1.636363636,-5.727272727,-5.818181818,-4.818181818,-6.818181818,-3.727272727,-4.545454545,-8.454545455,-6.090909091,-3.818181818,-4.454545455,-12,-6.181818182,-5.818181818,-32,-74,-35,-36,-126,-42,-18,-63,-64,-53,-75,-41,-50,-93,-67,-42,-49,-132,-68,-64,5.00908266,3.744086246,3.156522828,6.67968426,3.984059145,4.750119616,6.859631583,3.408545411,1.834021909,1.778661397,3.600505015,6.230423888,5.972665006,7.865921896,3.448319749,2.136266922,2.252271581,4.171330723,6.38464066,2.891995222,-5.563636364,5.143446444
1,-4.785714286,-4.5,-4.214285714,-5.5,-11.28571429,-3.285714286,-3.714285714,-7.071428571,-4.5,-3.285714286,-5.5,-3.928571429,-3.285714286,-7.357142857,-6,-4.571428571,-4.428571429,-11.07142857,-6.642857143,-4.785714286,-67,-63,-59,-77,-158,-46,-52,-99,-63,-46,-77,-55,-46,-103,-84,-64,-62,-155,-93,-67,2.577374079,4.957511783,3.35533035,5.487748593,3.383866051,5.756983337,6.966166272,2.234839031,4.702699716,4.357638235,3.34549065,6.182659195,4.85843551,8.0154384,2.218800785,1.741541568,3.936306072,4.811273392,4.289650207,4.593952068,-5.485714286,5.015669325
1,-1.875,-6,-4,-4.625,-9.0625,-4.375,-3.8125,-3.0625,-5.9375,-5.3125,-6.1875,-6.25,-5.25,-7.625,-4.375,-2.5625,-4.375,-11.5,-9.0625,-4.25,-30,-96,-64,-74,-145,-70,-61,-49,-95,-85,-99,-100,-84,-122,-70,-41,-70,-184,-145,-68,4.064070209,4.704607671,2.851899951,5.451299539,3.802959374,4.55887413,4.982887382,5.859109716,2.743932701,5.08224032,4.693523907,3.044120015,3.130495168,5.596129615,4.177319715,3.77657252,2.704933764,4.774934555,4.090130397,4.074309757,-5.475,4.769630489
1,-1.142857143,-7.714285714,-4,-2.714285714,-9.571428571,-4.214285714,-2,-2.071428571,-6.5,-5,-6.857142857,-6.142857143,-5,-9.785714286,-4.571428571,-3.357142857,-4.214285714,-14.57142857,-9.857142857,-2.357142857,-16,-108,-56,-38,-134,-59,-28,-29,-91,-70,-96,-86,-70,-137,-64,-47,-59,-204,-138,-33,3.158800718,1.938618518,3.508232077,5.915150969,3.479926739,2.939873661,4.706787243,4.6486439,2.066211695,4.706787243,4.166849813,2.213842565,5.683985601,3.067912631,4.219265078,2.060886398,1.805060043,1.157868447,2.507132682,5.471705442,-5.582142857,4.874903191
1,-1.866666667,-5.933333333,-4,-4.466666667,-8.4,-4.533333333,-3.066666667,-1.4,-6.466666667,-6.666666667,-7.666666667,-6,-6.266666667,-9.066666667,-2.6,-2.266666667,-4.466666667,-13.33333333,-10.86666667,-4.466666667,-28,-89,-60,-67,-126,-68,-46,-21,-97,-100,-115,-90,-94,-136,-39,-34,-67,-200,-163,-67,2.695675549,4.742914515,2.104417123,3.622679881,2.823371844,2.972893412,4.742914515,6.555259611,2.416215065,5.589105048,2.84521319,2.171240593,2.520393015,2.840187787,5.742075284,2.890048607,2.133630932,4.169046939,3.181793445,3.943650714,-5.69,4.710332614
1,-5.428571429,-6.357142857,-4.142857143,-6.285714286,-11.78571429,-5,-5.857142857,-6.5,-5,-4.714285714,-3.428571429,-6.714285714,-5.142857143,-5.714285714,-7.071428571,-5.357142857,-6.214285714,-8.071428571,-7.571428571,-5.285714286,-76,-89,-58,-88,-165,-70,-82,-91,-70,-66,-48,-94,-72,-80,-99,-75,-87,-113,-106,-74,3.005489483,4.89280701,3.548719007,7.487718883,3.19081787,4.150996173,6.298438669,6.223404955,4.506405697,5.552941998,7.552017415,3.196839098,5.036133176,6.36611911,2.268997939,2.239750771,2.118728626,7.81974115,4.032832288,4.084277008,-6.082142857,5.112698028
1,-5.2,-6.533333333,-4,-5.733333333,-11.93333333,-4.6,-5,-6.333333333,-5,-4.733333333,-3.8,-6.533333333,-5.266666667,-6.266666667,-6.933333333,-5.266666667,-6.2,-8.6,-7.6,-5.333333333,-78,-98,-60,-86,-179,-69,-75,-95,-75,-71,-57,-98,-79,-94,-104,-79,-93,-129,-114,-80,3.028436655,4.763951941,3.464101615,7.525828542,3.127451419,4.289522118,6.917885722,6.031662489,4.342481187,5.3514573,7.418124522,3.159264532,4.876571786,6.496885701,2.250925735,2.186538905,2.042407543,7.808420363,3.887709572,3.940026589,-6.043333333,5.13174326
1,-2.733333333,-7.2,-3.866666667,-4.066666667,-9.733333333,-4.533333333,-2.866666667,-2.466666667,-6.6,-6.333333333,-6.866666667,-6.333333333,-6.533333333,-9,-2.733333333,-3.466666667,-4.933333333,-14.26666667,-11.2,-4.8,-41,-108,-58,-61,-146,-68,-43,-37,-99,-95,-103,-95,-98,-135,-41,-52,-74,-214,-168,-72,1.387014608,2.455314935,2.325838303,5.119523787,2.987274598,3.067494712,4.940599539,6.631813657,2.384473587,6.421689438,4.969430359,1.290994449,3.356585567,4,6.808258291,2.166849809,1.533747356,2.491891613,3.211586168,3.004758131,-6.026666667,4.846918838
1,-1.066666667,-7.933333333,-3.4,-3.066666667,-10.13333333,-4.066666667,-2,-3.466666667,-6.4,-4.4,-6.466666667,-5.933333333,-5.333333333,-8.6,-5,-2.8,-2.466666667,-13.13333333,-7.6,-3.733333333,-16,-119,-51,-46,-152,-61,-30,-52,-96,-66,-97,-89,-80,-129,-75,-42,-37,-197,-114,-56,3.844600419,1.334523279,2.772312083,5.675343497,3.419830127,3.844600419,6.480740698,4.470005859,1.4040757,3.501020259,4.549201918,2.987274598,2.943920289,5.742075284,2.390457219,2.596701204,5.38339599,3.522715403,3.501020259,3.594970031,-5.35,4.793137455
1,-4.136363636,-5.954545455,-1,-2.909090909,-10.31818182,-4.636363636,-3.136363636,-5.727272727,-4.363636364,-4.090909091,-7.136363636,-4.318181818,-6.772727273,-7,-6.727272727,-3.454545455,-4,-10.18181818,-5.409090909,-6.045454545,-91,-131,-22,-64,-227,-102,-69,-126,-96,-90,-157,-95,-149,-154,-148,-76,-88,-224,-119,-133,3.24103826,5.205100728,5.108349841,6.83066678,3.550806262,4.413674148,6.026097644,4.4634155,2.920297678,4.352438735,3.255697636,4.390317958,3.393717139,7.144761651,2.797648982,2.57695414,3.251373336,4.905161166,6.044746565,3.108778243,-5.365909091,4.973586742
1,-3.565217391,-5.173913043,-1.434782609,-2.47826087,-10.30434783,-3.086956522,-2,-4.695652174,-3.956521739,-4.52173913,-7,-2.782608696,-5.52173913,-10.26086957,-5.47826087,-3.47826087,-3.652173913,-12.43478261,-7.652173913,-4.608695652,-82,-119,-33,-57,-237,-71,-46,-108,-91,-104,-161,-64,-127,-236,-126,-80,-84,-286,-176,-106,3.057421477,4.618659525,4.570916826,4.470810026,3.390290717,3.073538729,5.134553181,4.116869758,4.838089977,4.429955522,2.844452336,5.25665398,3.462389679,3.506064762,1.309738531,2.253675084,2.994065276,4.009376362,2.978845042,5.254773851,-5.204347826,4.796010866
1,-3.357142857,-6.214285714,-3.142857143,-4.071428571,-10.07142857,-4.642857143,-3.285714286,-4.928571429,-5.285714286,-3.857142857,-6.785714286,-5.714285714,-5.714285714,-7.142857143,-5.071428571,-3,-4.071428571,-11.14285714,-6.928571429,-4.857142857,-47,-87,-44,-57,-141,-65,-46,-69,-74,-54,-95,-80,-80,-100,-71,-42,-57,-156,-97,-68,2.648864571,4.643913658,4.621973319,6.603778472,3.689158456,4.617810718,6.966166272,4.178043077,2.399633672,4.63858637,3.285833729,4.17738548,2.920183646,7.644577192,4.393426658,3.374109569,4.084949594,5.289425487,4.581976156,4.312007258,-5.464285714,4.952504005
1,-2.421052632,-6,-3.421052632,-3.315789474,-9.315789474,-2.789473684,-1.631578947,-4,-5.052631579,-6.684210526,-8.368421053,-4.842105263,-6.894736842,-10.68421053,-3.947368421,-3,-4.368421053,-13.47368421,-8.947368421,-5.947368421,-46,-114,-65,-63,-177,-53,-31,-76,-96,-127,-159,-92,-131,-203,-75,-57,-83,-256,-170,-113,3.625768723,4.725815626,2.631345019,5.323455765,5.802802307,5.593438094,6.282343214,5.259911279,2.914974446,2.427907915,2.454259932,4.113165284,2.806633746,3.944794482,4.893007303,1.855921454,3.269565488,3.89256301,5.431121065,1.840099158,-5.755263158,5.062826201
1,-2.523809524,-5.619047619,-3.238095238,-3.380952381,-9.238095238,-2.952380952,-1.857142857,-3.904761905,-5.142857143,-6.952380952,-8.380952381,-4.333333333,-6.619047619,-10.61904762,-4.047619048,-2.619047619,-4.238095238,-13,-8.857142857,-6.095238095,-53,-118,-68,-71,-194,-62,-39,-82,-108,-146,-176,-91,-139,-223,-85,-55,-89,-273,-186,-128,3.627933952,4.716738179,2.662794808,5.054465258,5.778449289,5.35234706,6.00238048,5.356349148,2.780030832,2.268836496,2.334013506,4.725815626,3.007926038,3.955707149,4.737891836,2.654735212,3.330236657,4.135214626,5.169968223,1.868281614,-5.680952381,5.024048742
1,-4.066666667,-2.2,-5.133333333,-7.466666667,-8.6,-4,-5.8,-6.6,-4.333333333,-5.533333333,-6.2,-4.933333333,-5.133333333,-8,-2.2,-3.066666667,-5,-8.8,-9.466666667,-5,-61,-33,-77,-112,-129,-60,-87,-99,-65,-83,-93,-74,-77,-120,-33,-46,-75,-132,-142,-75,3.614784456,5.68456557,2.72204405,3.997618339,3.157756889,3.605551275,4.708654646,4.672105674,4.498677054,5.249036193,3.098386677,3.390462814,5.436210164,3.070597894,6.930264889,3.034719725,2.878491669,8.001785515,3.31375201,4.840306956,-5.576666667,4.810833839
1,-3.9375,-2.5,-5.3125,-7.5,-8.4375,-4.1875,-5.8125,-6.5,-4.4375,-5.0625,-5.9375,-5.1875,-4.875,-8,-2.4375,-3.25,-4.875,-9.1875,-9.3125,-4.25,-63,-40,-85,-120,-135,-67,-93,-104,-71,-81,-95,-83,-78,-128,-39,-52,-78,-147,-149,-68,3.530226622,5.621387729,2.72564977,3.864367132,3.119161212,3.563121291,4.54926734,4.531372125,4.366062299,5.409482415,3.172144385,3.429650128,5.352569476,2.966479395,6.76233441,3.022140522,2.82547931,7.884319882,3.260240277,5.555777773,-5.55,4.788397435
1,-3.235294118,-4.588235294,-3.058823529,-4.588235294,-9.470588235,-3.176470588,-3.647058824,-4.647058824,-4.352941176,-7.235294118,-7.058823529,-5.176470588,-6.705882353,-9,-2.823529412,-1.823529412,-4.235294118,-9.647058824,-9.294117647,-6.411764706,-55,-78,-52,-78,-161,-54,-62,-79,-74,-123,-120,-88,-114,-153,-48,-31,-72,-164,-158,-109,3.34532158,4.56972132,2.967966228,5.512018953,4.317372567,4.489366522,5.988960432,5.231409663,4.197338092,3.172723825,4.007346195,2.603730356,3.235828833,3.553167601,5.897407207,4.171859509,4.250432504,7.623493101,3.441742035,2.647140522,-5.508823529,4.920836111
1,-2.947368421,-5.894736842,-3.157894737,-4.578947368,-11.15789474,-3.210526316,-3.578947368,-5.315789474,-4.842105263,-5.105263158,-4.631578947,-5.052631579,-4.947368421,-7.736842105,-4,-3.473684211,-4.526315789,-10.26315789,-8.473684211,-5.315789474,-56,-112,-60,-87,-212,-61,-68,-101,-92,-97,-88,-96,-94,-147,-76,-66,-86,-195,-161,-101,3.922494731,4.420843771,4.072443409,6.560113392,3.640255759,4.035659761,5.650130672,4.096782363,2.409775414,2.826358805,6.576139752,3.978744696,3.936632574,5.933353046,4.818944098,3.533465737,2.169700979,4.592773373,3.580323093,2.517773081,-5.410526316,4.778779269
1,-3.214285714,-7.071428571,-3.285714286,-4.285714286,-9.785714286,-5.285714286,-3.928571429,-1.714285714,-6.357142857,-5.071428571,-6.714285714,-5.5,-5.214285714,-8.071428571,-6.142857143,-3.428571429,-4.071428571,-13.35714286,-9.071428571,-3.928571429,-45,-99,-46,-60,-137,-74,-55,-24,-89,-71,-94,-77,-73,-113,-86,-48,-57,-187,-127,-55,2.118728626,2.894671118,4.084277008,4.322189108,2.965923684,4.889998764,4.714368964,6.999215027,3.272428946,6.219872441,3.451389273,4.799839741,3.092884425,5.744084391,1.747840111,2.31098666,3.771640853,3.201133041,4.859000937,5.327205729,-5.775,4.891254951
1,-2.071428571,-7.214285714,-0.428571429,-1.642857143,-8.857142857,-4.571428571,-1.714285714,-3.5,-5.214285714,-4.357142857,-7.142857143,-4.857142857,-6.857142857,-7.714285714,-5.785714286,-2.214285714,-3.357142857,-11.64285714,-6.428571429,-4.785714286,-29,-101,-6,-23,-124,-64,-24,-49,-73,-61,-100,-68,-96,-108,-81,-31,-47,-163,-90,-67,3.911802373,2.154729018,4.941415022,4.939746846,3.759237706,3.588749208,4.322189108,5.487748593,3.423416454,5.637882074,3.109715368,2.567762955,3.158800718,4.681034919,3.142232705,3.619999393,2.307417566,3.992437907,5.584515484,3.490174592,-5.017857143,4.730943244
1,-1.538461538,-6.846153846,-3.076923077,-1.846153846,-9.923076923,-1.846153846,-0.076923077,-5.076923077,-4.307692308,-3.384615385,-6.384615385,-5.384615385,-5.384615385,-10.15384615,-4.692307692,-3.846153846,-3.384615385,-13.92307692,-7.692307692,-2.769230769,-20,-89,-40,-24,-129,-24,-1,-66,-56,-44,-83,-70,-70,-132,-61,-50,-44,-181,-100,-36,3.710691414,2.577018751,2.812517806,4.793157516,3.967819268,4.543239554,5.529640411,2.628736657,4.625736255,4.752866881,3.279696671,2.103111248,3.228479042,3.933746176,2.175033156,2.409915415,3.731363949,2.465141594,2.213015115,5.101533203,-5.076923077,4.826394393
1,-4.727272727,-6.545454545,-4,-6.181818182,-11.90909091,-1.636363636,-3.545454545,-8.181818182,-3,-4.090909091,-1.727272727,-5.818181818,-3.909090909,-6.727272727,-5.909090909,-5.727272727,-4.727272727,-9.454545455,-6.181818182,-4.363636364,-52,-72,-44,-68,-131,-18,-39,-90,-33,-45,-19,-64,-43,-74,-65,-63,-52,-104,-68,-48,2.284333999,3.077779601,2.569046516,5.776126415,3.700122848,6.087244488,6.408800767,2.82199156,4.857983121,2.981762749,7.044017449,2.442055766,4.504543161,5.934490864,2.844452336,2.493628244,3.926599269,4.227614844,5.635923736,2.110579412,-5.418181818,4.81263832
1,-3.8,-5.15,-4.15,-6.05,-7.15,-5.15,-4.85,-5.2,-4.55,-5.3,-7.65,-5.55,-6.4,-9.05,-5.15,-3.35,-3.9,-11.8,-7.3,-4.4,-76,-103,-83,-121,-143,-103,-97,-104,-91,-106,-153,-111,-128,-181,-103,-67,-78,-236,-146,-88,2.566997017,5.958408477,3.801315562,5.093597633,6.563655913,4.614336926,6.011173806,5.79110025,4.628004003,3.881128431,4.782368935,4.536112409,4.083342284,3.817894156,3.86992452,2.30045762,4.908639001,5.257575987,5.371464566,4.235190917,-5.795,5.006792886
1,-2.692307692,-5.307692308,-2.461538462,-5,-8.461538462,-4.076923077,-4.153846154,-6.384615385,-3.615384615,-3.538461538,-5,-5.153846154,-5.615384615,-6.769230769,-4.384615385,-3.307692308,-3,-10.07692308,-5.692307692,-3.692307692,-35,-69,-32,-65,-110,-53,-54,-83,-47,-46,-65,-67,-73,-88,-57,-43,-39,-131,-74,-48,4.49786274,4.49786274,5.12535177,4.898979486,3.332051035,3.451123934,4.219916149,3.663751755,4.699972722,4.483588307,4.222953153,3.078044667,3.775766181,4.023966661,4.822490047,3.172396975,3.696845502,4.310095484,5.406548736,4.385290097,-4.919230769,4.479570655
1,-3.4,-6.5,-2.35,-3.65,-10.3,-4.05,-3.3,-5.15,-4.6,-5.1,-6.25,-4.75,-6,-7.9,-5.7,-3.85,-4.35,-11.5,-6.65,-5.25,-68,-130,-47,-73,-206,-81,-66,-103,-92,-102,-125,-95,-120,-158,-114,-77,-87,-230,-133,-105,3.912194162,3.332456025,4.510514033,6.106726231,3.894665718,5.520059115,4.657760926,5.122448017,3.168928094,4.315211771,4.265837365,5.056262402,3.811340419,6.439189227,4.531759273,2.601113122,2.158825217,3.940344628,6.792216908,4.063638504,-5.53,4.968812735
1,-2.923076923,-7.615384615,-2.307692308,-2.461538462,-8.384615385,-4.692307692,-1.538461538,-5.230769231,-5.692307692,-3.538461538,-7,-5.230769231,-5.769230769,-7.461538462,-6.384615385,-2.923076923,-2.692307692,-11.76923077,-5.230769231,-3.615384615,-38,-99,-30,-32,-109,-61,-20,-68,-74,-46,-91,-68,-75,-97,-83,-38,-35,-153,-68,-47,2.660248687,2.218800785,2.056883378,6.22649426,4.213835575,4.460654201,6.050005298,4.901595763,1.974192467,5.531958433,3.341656276,2.006400016,4.585372507,5.75348278,3.305007855,3.967819268,4.210791996,4.380902612,7.025594235,4.664376728,-5.123076923,4.911549003
1,-4.230769231,-4.769230769,-3.923076923,-4.769230769,-11.07692308,-2.538461538,-3.384615385,-7.692307692,-4.846153846,-3.307692308,-5.230769231,-5.076923077,-4.923076923,-7.538461538,-5.153846154,-4.692307692,-4.615384615,-10.30769231,-8.153846154,-5.076923077,-55,-62,-51,-62,-144,-33,-44,-100,-63,-43,-68,-66,-64,-98,-67,-61,-60,-134,-106,-66,4.30414231,3.19253938,2.752621128,5.960339003,3.904304002,7.113547926,6.318471091,3.660250797,3.73822939,6.884579573,3.370307754,4.499287693,3.639174322,6.971553923,5.112829514,2.015961945,2.959123224,7.543038903,4.119995021,4.957511783,-5.565384615,5.206463609
1,-2.388888889,-5.666666667,-1.111111111,-3.833333333,-8.277777778,-4.722222222,-3.388888889,-4.388888889,-4.944444444,-5.166666667,-7.055555556,-4.333333333,-6.222222222,-7.222222222,-3.777777778,-0.777777778,-2.555555556,-9.944444444,-6.222222222,-5.777777778,-43,-102,-20,-69,-149,-85,-61,-79,-89,-93,-127,-78,-112,-130,-68,-14,-46,-179,-112,-104,3.415171839,2.786522184,4.861479911,4.681000396,4.084483631,3.610532885,4.692157272,4.174698142,2.732639797,3.899472061,2.099642049,4.214819792,2.646986201,5.69370711,5.241862664,4.386551044,3.551672716,4.42549063,5.44010765,2.602160992,-4.888888889,4.557519902
1,-3,-6.428571429,-2.857142857,-3.642857143,-9.857142857,-4.571428571,-2.571428571,-5.928571429,-5.857142857,-3.428571429,-6.857142857,-4.071428571,-5.071428571,-8.214285714,-5.928571429,-3.142857143,-2.571428571,-12,-5.785714286,-4.571428571,-42,-90,-40,-51,-138,-64,-36,-83,-82,-48,-96,-57,-71,-115,-83,-44,-36,-168,-81,-64,3.802832952,3.390354774,2.957575485,5.732594296,4.347539408,4.380275469,6.2229635,3.269069162,1.460091823,4.127101529,3.009143575,5.594836709,3.245453286,7.051225441,3.099982276,3.548719007,4.702115493,4.224470836,5.40908881,4.518581903,-5.317857143,4.888291666
1,-3.909090909,-6.727272727,-1.272727273,-0.454545455,-11.81818182,-1.636363636,-0.363636364,-5.727272727,-4,-3.272727273,-6.818181818,-4.727272727,-6.363636364,-9,-6.363636364,-4.272727273,-4.636363636,-12.63636364,-7.727272727,-5.363636364,-43,-74,-14,-5,-130,-18,-4,-63,-44,-36,-75,-52,-70,-99,-70,-47,-51,-139,-85,-59,1.700267359,3.49545159,4.451761653,6.772940814,3.124681802,6.233341436,6.004543734,2.935673997,3.492849839,5.780846116,4.331701324,3.068905639,3.82812558,7.615773106,2.203303305,2.053821272,1.911686547,3.695205739,4.100997661,3.748939244,-5.354545455,5.258908223
1,-3.208333333,-5.625,-4.208333333,-5.791666667,-9.833333333,-4.375,-4.125,-5.291666667,-6.416666667,-3.791666667,-4.833333333,-4.125,-3.041666667,-8.083333333,-4.791666667,-3.666666667,-3.208333333,-12.29166667,-8.291666667,-3.416666667,-77,-135,-101,-139,-236,-105,-99,-127,-154,-91,-116,-99,-73,-194,-115,-88,-77,-295,-199,-82,3.092475674,3.090131558,2.734309652,3.967028969,3.886058321,3.853992848,4.035844828,5.128599832,2.500724533,5.216855347,4.992748365,4.812235312,5.417196184,4.548450923,4.587119648,3.198731633,3.659165582,3.355451977,4.685585358,4.442058538,-5.420833333,4.715884432
1,-5.066666667,-6.266666667,-3,-5.133333333,-10.4,-3.733333333,-4.2,-7.733333333,-3,-4.4,-4.8,-5.533333333,-4.933333333,-5.533333333,-6.4,-5.066666667,-5.133333333,-10,-5.333333333,-5.2,-76,-94,-45,-77,-156,-56,-63,-116,-45,-66,-72,-83,-74,-83,-96,-76,-77,-150,-80,-78,2.250925735,3.239635488,4.765950662,6.988425805,3.924283374,5.650115886,5.347896783,3.390462814,5.806400409,4.436858606,5.157518783,3.226379365,7.506822294,6.780925629,4.925154095,2.086236073,1.726543478,4.140393356,7.168050808,3.144155576,-5.543333333,5.080169507
1,-2.5,-6.916666667,-3.333333333,-2.916666667,-11.25,-3,-1.916666667,-5.583333333,-5.333333333,-3.333333333,-5.416666667,-5.25,-4.75,-8.416666667,-5.583333333,-4.333333333,-4.25,-12.41666667,-7.75,-4,-30,-83,-40,-35,-135,-36,-23,-67,-64,-40,-65,-63,-57,-101,-67,-52,-51,-149,-93,-48,4.441539455,3.146667309,3.393398225,6.707639245,3.887626058,5.099019514,6.215206182,3.146667309,2.424621183,4.49915817,5.367551216,4.535215741,3.792936018,7.089792064,2.712205856,2.424621183,2.220769727,3.824759846,3.570714214,4.805300104,-5.4125,4.994231047
1,-3.785714286,-3.428571429,-3,-5.5,-9.642857143,-3.5,-4.071428571,-6.857142857,-5.571428571,-2.571428571,-5,-2.928571429,-3.142857143,-7.714285714,-4.428571429,-2.928571429,-2.357142857,-10.07142857,-7.928571429,-4.285714286,-53,-48,-42,-77,-135,-49,-57,-96,-78,-36,-70,-41,-44,-108,-62,-41,-33,-141,-111,-60,2.547353723,5.38822485,4.019184762,4.78378672,3.650229558,2.47293037,5.121061875,2.931451278,2.874671505,4.956957592,4.723101979,3.496466034,4.974661069,4.17738548,4.013712759,3.647217817,4.413391211,4.681621772,2.432608151,3.517616576,-4.935714286,4.516969139
